Contig	final_assembly.fasta/final_pure_reads_1.fastq RPKM
NODE_6447_length_1200_cov_1.195713	30.571575
NODE_6448_length_1200_cov_1.087605	19.589552
NODE_6449_length_1200_cov_0.975769	13.059702
NODE_6450_length_1200_cov_0.889096	21.37042
NODE_6451_length_1200_cov_0.707363	6.8266625
NODE_6452_length_1200_cov_0.674744	9.794776
NODE_6453_length_1200_cov_0.663560	12.169268
NODE_6454_length_1200_cov_0.541473	24.041723
NODE_6455_length_1200_cov_0.446412	16.027815
NODE_6456_length_1200_cov_0.318733	106.258484
NODE_6457_length_1199_cov_3.092351	495.49432
NODE_6458_length_1199_cov_2.170709	230.2207
NODE_6459_length_1199_cov_1.596082	18.714712
NODE_6460_length_1199_cov_1.153918	26.141188
NODE_6461_length_1199_cov_1.087687	13.070594
NODE_6462_length_1199_cov_1.020522	117.33828
NODE_6463_length_1199_cov_0.987873	14.555889
NODE_6464_length_1199_cov_0.933769	16.635302
NODE_6465_length_1199_cov_0.917910	20.200008
NODE_6466_length_1199_cov_0.778918	14.258829
NODE_6467_length_1199_cov_0.751866	11.28824
NODE_6468_length_1199_cov_0.748134	8.911769
NODE_6469_length_1199_cov_0.701493	11.585299
NODE_6470_length_1199_cov_0.628731	12.773535
NODE_6471_length_1199_cov_0.586754	13.367653
NODE_6472_length_1199_cov_0.579291	7.4264736
NODE_6473_length_1199_cov_0.518657	16.041183
NODE_6474_length_1199_cov_0.439366	8.020592
NODE_6475_length_1199_cov_0.420709	9.505887
NODE_6476_length_1199_cov_0.394590	23.467659
NODE_6477_length_1198_cov_2.459384	646.0479
NODE_6478_length_1198_cov_1.661064	60.65061
NODE_6479_length_1198_cov_1.309057	58.272156
NODE_6480_length_1198_cov_1.291317	35.37952
NODE_6481_length_1198_cov_1.257703	22.298018
NODE_6482_length_1198_cov_1.197946	34.190296
NODE_6483_length_1198_cov_1.126050	38.352592
NODE_6484_length_1198_cov_0.923436	12.48689
NODE_6485_length_1198_cov_0.844071	15.459959
NODE_6486_length_1198_cov_0.840336	17.838417
NODE_6487_length_1198_cov_0.763772	21.406097
NODE_6488_length_1198_cov_0.713352	16.054575
NODE_6489_length_1198_cov_0.706816	20.21687
NODE_6490_length_1198_cov_0.676937	17.838417
NODE_6491_length_1197_cov_7.448598	970.6253
NODE_6492_length_1197_cov_2.668224	127.056114
NODE_6493_length_1197_cov_1.186916	38.97974
NODE_6494_length_1197_cov_1.178505	15.770431
NODE_6495_length_1197_cov_1.067290	15.17532
NODE_6496_length_1197_cov_0.991589	15.770431
NODE_6497_length_1197_cov_0.984112	21.423979
NODE_6498_length_1197_cov_0.975701	17.258205
NODE_6499_length_1197_cov_0.863551	12.497322
NODE_6500_length_1197_cov_0.834579	18.150873
NODE_6501_length_1197_cov_0.808411	30.35064
NODE_6502_length_1197_cov_0.757009	9.224214
NODE_6503_length_1197_cov_0.732710	11.902212
NODE_6504_length_1197_cov_0.412150	10.414435
NODE_6505_length_1196_cov_6.771749	604.2445
NODE_6506_length_1196_cov_3.626754	709.9649
NODE_6507_length_1196_cov_1.753040	133.41623
NODE_6508_length_1196_cov_1.722170	47.946453
NODE_6509_length_1196_cov_1.423761	17.868244
NODE_6510_length_1196_cov_1.056127	44.96842
NODE_6511_length_1196_cov_1.020580	34.24747
NODE_6512_length_1196_cov_0.839102	73.85541
NODE_6513_length_1196_cov_0.832554	8.636318
NODE_6514_length_1196_cov_0.815716	11.018751
NODE_6515_length_1196_cov_0.734331	17.272636
NODE_6516_length_1196_cov_0.611787	27.69578
NODE_6517_length_1196_cov_0.596819	13.10338
NODE_6518_length_1196_cov_0.549111	12.5077715
NODE_6519_length_1196_cov_0.536015	6.55169
NODE_6520_length_1196_cov_0.531338	16.08142
NODE_6521_length_1195_cov_7.557116	684.92645
NODE_6522_length_1195_cov_2.342697	50.072952
NODE_6523_length_1195_cov_2.191948	67.6581
NODE_6524_length_1195_cov_1.918539	113.558304
NODE_6525_length_1195_cov_1.901685	59.90871
NODE_6526_length_1195_cov_1.889513	57.822334
NODE_6527_length_1195_cov_1.268727	27.122849
NODE_6528_length_1195_cov_1.230337	40.8333
NODE_6529_length_1195_cov_1.117978	32.189754
NODE_6530_length_1195_cov_1.055243	19.373465
NODE_6531_length_1195_cov_1.041199	30.401436
NODE_6532_length_1195_cov_1.010300	19.07541
NODE_6533_length_1195_cov_0.970037	39.343033
NODE_6534_length_1195_cov_0.958801	42.025513
NODE_6535_length_1195_cov_0.955056	15.498771
NODE_6536_length_1195_cov_0.952247	32.785862
NODE_6537_length_1195_cov_0.939139	13.114345
NODE_6538_length_1195_cov_0.721910	43.813835
NODE_6539_length_1195_cov_0.695693	47.688526
NODE_6540_length_1195_cov_0.688202	11.027971
NODE_6541_length_1195_cov_0.626404	32.189754
NODE_6542_length_1195_cov_0.573970	20.267624
NODE_6543_length_1195_cov_0.573034	35.46834
NODE_6544_length_1194_cov_6.119025	693.256
NODE_6545_length_1194_cov_2.013121	70.69779
NODE_6546_length_1194_cov_1.865042	40.270893
NODE_6547_length_1194_cov_1.824742	50.11489
NODE_6548_length_1194_cov_1.319588	18.196478
NODE_6549_length_1194_cov_1.251172	55.782646
NODE_6550_length_1194_cov_1.172446	44.447132
NODE_6551_length_1194_cov_1.101218	24.162535
NODE_6552_length_1194_cov_0.943768	27.891323
NODE_6553_length_1194_cov_0.788191	22.671022
NODE_6554_length_1194_cov_0.755389	14.616843
NODE_6555_length_1194_cov_0.687910	8.949087
NODE_6556_length_1194_cov_0.603561	6.860967
NODE_6557_length_1194_cov_0.451734	5.9660583
NODE_6558_length_1194_cov_0.354264	12.528723
NODE_6559_length_1193_cov_4.863977	884.9111
NODE_6560_length_1193_cov_2.712008	102.10511
NODE_6561_length_1193_cov_1.971857	24.182789
NODE_6562_length_1193_cov_1.189493	123.60092
NODE_6563_length_1193_cov_1.162289	22.391472
NODE_6564_length_1193_cov_1.079737	13.733436
NODE_6565_length_1193_cov_1.001876	40.901756
NODE_6566_length_1193_cov_0.729831	29.258192
NODE_6567_length_1193_cov_0.671670	25.974108
NODE_6568_length_1193_cov_0.623827	11.345013
NODE_6569_length_1193_cov_0.590994	17.017519
NODE_6570_length_1193_cov_0.441839	11.345013
NODE_6571_length_1193_cov_0.332083	22.690025
NODE_6572_length_1192_cov_2.988732	93.22667
NODE_6573_length_1192_cov_2.087324	32.868378
NODE_6574_length_1192_cov_1.944601	27.489916
NODE_6575_length_1192_cov_1.383099	40.637264
NODE_6576_length_1192_cov_1.343662	69.322395
NODE_6577_length_1192_cov_1.342723	50.198975
NODE_6578_length_1192_cov_1.296714	51.09539
NODE_6579_length_1192_cov_1.245070	28.08752
NODE_6580_length_1192_cov_1.224413	33.764786
NODE_6581_length_1192_cov_1.129577	20.01983
NODE_6582_length_1192_cov_1.127700	14.641368
NODE_6583_length_1192_cov_1.009390	17.629402
NODE_6584_length_1192_cov_0.968075	34.661198
NODE_6585_length_1192_cov_0.904225	39.44205
NODE_6586_length_1192_cov_0.827230	15.836582
NODE_6587_length_1192_cov_0.809390	20.318632
NODE_6588_length_1192_cov_0.796244	12.250941
NODE_6589_length_1192_cov_0.790610	40.637264
NODE_6590_length_1192_cov_0.783099	28.68513
NODE_6591_length_1192_cov_0.757746	11.952137
NODE_6592_length_1192_cov_0.737089	14.940171
NODE_6593_length_1192_cov_0.726761	29.880342
NODE_6594_length_1192_cov_0.707981	13.147351
NODE_6595_length_1192_cov_0.670423	21.81265
NODE_6596_length_1192_cov_0.629108	15.537778
NODE_6597_length_1192_cov_0.609390	12.250941
NODE_6598_length_1192_cov_0.271362	20.318632
NODE_6599_length_1191_cov_9.583647	716.8332
NODE_6600_length_1191_cov_2.356203	193.18909
NODE_6601_length_1191_cov_2.244361	55.6241
NODE_6602_length_1191_cov_1.821429	72.37114
NODE_6603_length_1191_cov_1.524436	41.56855
NODE_6604_length_1191_cov_1.266917	25.718672
NODE_6605_length_1191_cov_1.249060	23.326235
NODE_6606_length_1191_cov_1.010338	39.475166
NODE_6607_length_1191_cov_0.983083	17.644205
NODE_6608_length_1191_cov_0.943609	19.139477
NODE_6609_length_1191_cov_0.894737	24.522455
NODE_6610_length_1191_cov_0.873120	21.531908
NODE_6611_length_1191_cov_0.782895	15.849878
NODE_6612_length_1191_cov_0.658835	12.859336
NODE_6613_length_1191_cov_0.626880	15.550823
NODE_6614_length_1191_cov_0.586466	19.43853
NODE_6615_length_1190_cov_2.558796	749.1619
NODE_6616_length_1190_cov_1.975541	59.56182
NODE_6617_length_1190_cov_1.759172	47.888897
NODE_6618_length_1190_cov_1.451552	24.243753
NODE_6619_length_1190_cov_1.223895	25.14167
NODE_6620_length_1190_cov_1.220132	21.84931
NODE_6621_length_1190_cov_1.191910	55.67085
NODE_6622_length_1190_cov_1.151458	24.842365
NODE_6623_length_1190_cov_1.148636	13.468752
NODE_6624_length_1190_cov_1.053622	12.870142
NODE_6625_length_1190_cov_0.989652	32.0257
NODE_6626_length_1190_cov_0.916275	21.250698
NODE_6627_length_1190_cov_0.873001	14.665976
NODE_6628_length_1190_cov_0.827846	8.979169
NODE_6629_length_1190_cov_0.785513	16.162504
NODE_6630_length_1190_cov_0.774224	14.067363
NODE_6631_length_1190_cov_0.728128	17.958338
NODE_6632_length_1190_cov_0.631232	14.96528
NODE_6633_length_1190_cov_0.626529	13.169448
NODE_6634_length_1190_cov_0.572907	25.440979
NODE_6635_length_1190_cov_0.528692	18.556948
NODE_6636_length_1190_cov_0.407338	5.6868067
NODE_6637_length_1189_cov_5.774011	363.6626
NODE_6638_length_1189_cov_2.002825	34.748653
NODE_6639_length_1189_cov_1.726930	64.40483
NODE_6640_length_1189_cov_1.300377	32.352192
NODE_6641_length_1189_cov_0.959510	28.457949
NODE_6642_length_1189_cov_0.858757	27.858833
NODE_6643_length_1189_cov_0.798493	8.986721
NODE_6644_length_1189_cov_0.791902	12.880965
NODE_6645_length_1189_cov_0.766478	45.83227
NODE_6646_length_1189_cov_0.691149	12.880965
NODE_6647_length_1189_cov_0.490584	29.955734
NODE_6648_length_1189_cov_0.418079	8.387606
NODE_6649_length_1188_cov_5.730443	569.93787
NODE_6650_length_1188_cov_1.510839	42.27314
NODE_6651_length_1188_cov_1.330820	26.683044
NODE_6652_length_1188_cov_1.136664	57.263615
NODE_6653_length_1188_cov_1.117813	16.189714
NODE_6654_length_1188_cov_1.050895	17.988571
NODE_6655_length_1188_cov_1.029218	18.887997
NODE_6656_length_1188_cov_0.891612	19.48762
NODE_6657_length_1188_cov_0.867107	23.684952
NODE_6658_length_1188_cov_0.859566	8.694475
NODE_6659_length_1188_cov_0.834119	10.793141
NODE_6660_length_1188_cov_0.768143	10.793141
NODE_6661_length_1188_cov_0.715363	8.094857
NODE_6662_length_1188_cov_0.689915	11.992379
NODE_6663_length_1188_cov_0.643732	6.8956184
NODE_6664_length_1187_cov_2.725472	148.23067
NODE_6665_length_1187_cov_2.466038	55.811543
NODE_6666_length_1187_cov_2.443396	74.11533
NODE_6667_length_1187_cov_1.990566	45.609436
NODE_6668_length_1187_cov_1.271698	25.205215
NODE_6669_length_1187_cov_1.196226	19.804098
NODE_6670_length_1187_cov_1.166981	25.80534
NODE_6671_length_1187_cov_1.148113	41.408566
NODE_6672_length_1187_cov_1.117925	26.1054
NODE_6673_length_1187_cov_1.021698	18.003725
NODE_6674_length_1187_cov_1.007547	28.80596
NODE_6675_length_1187_cov_0.991509	11.70242
NODE_6676_length_1187_cov_0.963208	20.10416
NODE_6677_length_1187_cov_0.869811	15.603227
NODE_6678_length_1187_cov_0.800000	9.902049
NODE_6679_length_1187_cov_0.728302	10.802235
NODE_6680_length_1187_cov_0.717925	15.903291
NODE_6681_length_1187_cov_0.633962	28.80596
NODE_6682_length_1187_cov_0.506604	37.80782
NODE_6683_length_1186_cov_3.048159	134.84148
NODE_6684_length_1186_cov_1.660057	28.830248
NODE_6685_length_1186_cov_1.456091	39.941906
NODE_6686_length_1186_cov_1.204910	12.012603
NODE_6687_length_1186_cov_1.059490	18.31922
NODE_6688_length_1186_cov_1.025496	16.217014
NODE_6689_length_1186_cov_0.941454	19.520481
NODE_6690_length_1186_cov_0.745042	10.811342
NODE_6691_length_1186_cov_0.694995	23.724892
NODE_6692_length_1186_cov_0.688385	11.411974
NODE_6693_length_1186_cov_0.504249	22.52363
NODE_6694_length_1186_cov_0.485364	44.746944
NODE_6695_length_1186_cov_0.478754	9.910398
NODE_6696_length_1185_cov_1.861059	44.784706
NODE_6697_length_1185_cov_1.255198	24.947186
NODE_6698_length_1185_cov_1.145558	18.635248
NODE_6699_length_1185_cov_1.103025	19.83752
NODE_6700_length_1185_cov_1.078450	13.826153
NODE_6701_length_1185_cov_0.941399	17.432974
NODE_6702_length_1185_cov_0.925331	21.039797
NODE_6703_length_1185_cov_0.827032	10.820466
NODE_6704_length_1185_cov_0.668242	15.93013
NODE_6705_length_1185_cov_0.603025	13.225016
NODE_6706_length_1185_cov_0.596408	7.213644
NODE_6707_length_1184_cov_11.665090	783.9431
NODE_6708_length_1184_cov_2.573321	60.76612
NODE_6709_length_1184_cov_2.272469	125.1421
NODE_6710_length_1184_cov_2.114475	67.68503
NODE_6711_length_1184_cov_1.667928	17.74852
NODE_6712_length_1184_cov_1.418165	45.725002
NODE_6713_length_1184_cov_1.322611	33.992928
NODE_6714_length_1184_cov_1.287606	28.578125
NODE_6715_length_1184_cov_1.246925	58.66036
NODE_6716_length_1184_cov_1.193945	25.870724
NODE_6717_length_1184_cov_1.036897	23.464144
NODE_6718_length_1184_cov_0.815516	12.032895
NODE_6719_length_1184_cov_0.784295	13.236185
NODE_6720_length_1184_cov_0.741722	25.870724
NODE_6721_length_1184_cov_0.659413	14.740296
NODE_6722_length_1184_cov_0.607379	9.626316
NODE_6723_length_1184_cov_0.598865	17.447697
NODE_6724_length_1184_cov_0.562914	38.20444
NODE_6725_length_1184_cov_0.510880	22.561676
NODE_6726_length_1183_cov_1.531250	65.63471
NODE_6727_length_1183_cov_1.446970	35.22597
NODE_6728_length_1183_cov_1.400568	31.61305
NODE_6729_length_1183_cov_1.382576	37.032425
NODE_6730_length_1183_cov_1.288826	24.387209
NODE_6731_length_1183_cov_1.153409	12.645219
NODE_6732_length_1183_cov_1.142045	16.258139
NODE_6733_length_1183_cov_1.099432	15.35491
NODE_6734_length_1183_cov_1.000947	13.849525
NODE_6735_length_1183_cov_0.960227	18.0646
NODE_6736_length_1183_cov_0.928030	13.849525
NODE_6737_length_1183_cov_0.894886	16.258139
NODE_6738_length_1183_cov_0.816288	15.655986
NODE_6739_length_1183_cov_0.807765	16.860292
NODE_6740_length_1183_cov_0.783144	8.129069
NODE_6741_length_1183_cov_0.768939	12.043066
NODE_6742_length_1183_cov_0.766098	12.946297
NODE_6743_length_1183_cov_0.742424	11.741989
NODE_6744_length_1183_cov_0.740530	24.989363
NODE_6745_length_1183_cov_0.635417	8.731223
NODE_6746_length_1183_cov_0.617424	27.397974
NODE_6747_length_1183_cov_0.609848	8.430146
NODE_6748_length_1183_cov_0.572917	15.957063
NODE_6749_length_1182_cov_2.726066	45.50104
NODE_6750_length_1182_cov_1.565877	35.557102
NODE_6751_length_1182_cov_1.399052	68.10088
NODE_6752_length_1182_cov_1.077725	15.970563
NODE_6753_length_1182_cov_0.904265	15.066568
NODE_6754_length_1182_cov_0.847393	122.64187
NODE_6755_length_1182_cov_0.806635	31.037132
NODE_6756_length_1182_cov_0.749763	31.338463
NODE_6757_length_1182_cov_0.733649	15.3679
NODE_6758_length_1182_cov_0.728910	10.546598
NODE_6759_length_1182_cov_0.719431	9.642604
NODE_6760_length_1182_cov_0.688152	24.40784
NODE_6761_length_1182_cov_0.643602	25.311836
NODE_6762_length_1182_cov_0.612322	6.327959
NODE_6763_length_1182_cov_0.436967	17.175888
NODE_6764_length_1181_cov_2.806452	197.53917
NODE_6765_length_1181_cov_2.650854	110.98385
NODE_6766_length_1181_cov_2.485769	43.126873
NODE_6767_length_1181_cov_1.993359	56.69826
NODE_6768_length_1181_cov_1.907970	57.904613
NODE_6769_length_1181_cov_1.516129	19.90471
NODE_6770_length_1181_cov_1.267552	32.269756
NODE_6771_length_1181_cov_1.029412	18.698364
NODE_6772_length_1181_cov_1.025617	18.698364
NODE_6773_length_1181_cov_1.021822	14.7777405
NODE_6774_length_1181_cov_0.874763	15.682498
NODE_6775_length_1181_cov_0.829222	11.761873
NODE_6776_length_1181_cov_0.793169	13.269808
NODE_6777_length_1181_cov_0.750474	14.7777405
NODE_6778_length_1181_cov_0.581594	14.7777405
NODE_6779_length_1181_cov_0.578748	6.634904
NODE_6780_length_1181_cov_0.478178	25.634853
NODE_6781_length_1180_cov_4.737892	97.79684
NODE_6782_length_1180_cov_3.184236	130.39578
NODE_6783_length_1180_cov_1.888889	72.74395
NODE_6784_length_1180_cov_1.232669	30.787895
NODE_6785_length_1180_cov_1.089269	70.63105
NODE_6786_length_1180_cov_0.997151	15.997631
NODE_6787_length_1180_cov_0.966762	11.47
NODE_6788_length_1180_cov_0.837607	8.149736
NODE_6789_length_1180_cov_0.751187	14.186579
NODE_6790_length_1180_cov_0.552707	9.0552635
NODE_6791_length_1180_cov_0.537512	11.168158
NODE_6792_length_1180_cov_0.513770	18.110527
NODE_6793_length_1180_cov_0.354226	11.771842
NODE_6794_length_1179_cov_3.003802	69.48257
NODE_6795_length_1179_cov_2.026616	111.17211
NODE_6796_length_1179_cov_1.796578	45.314716
NODE_6797_length_1179_cov_1.745247	117.214066
NODE_6798_length_1179_cov_1.382129	40.481148
NODE_6799_length_1179_cov_1.375475	64.648994
NODE_6800_length_1179_cov_1.303232	32.324497
NODE_6801_length_1179_cov_1.096958	19.03218
NODE_6802_length_1179_cov_1.022814	13.594416
NODE_6803_length_1179_cov_0.989544	39.574856
NODE_6804_length_1179_cov_0.971483	48.0336
NODE_6805_length_1179_cov_0.899240	34.741283
NODE_6806_length_1179_cov_0.873574	25.376242
NODE_6807_length_1179_cov_0.861217	22.053164
NODE_6808_length_1179_cov_0.847909	13.594416
NODE_6809_length_1179_cov_0.785171	16.3133
NODE_6810_length_1179_cov_0.783270	15.407003
NODE_6811_length_1179_cov_0.729087	9.062944
NODE_6812_length_1179_cov_0.662548	16.3133
NODE_6813_length_1179_cov_0.640684	15.709102
NODE_6814_length_1179_cov_0.639734	33.53289
NODE_6815_length_1178_cov_16.354900	765.56177
NODE_6816_length_1178_cov_6.311132	167.50443
NODE_6817_length_1178_cov_2.093245	82.24044
NODE_6818_length_1178_cov_1.878211	149.96786
NODE_6819_length_1178_cov_1.717412	34.166065
NODE_6820_length_1178_cov_1.461465	30.537813
NODE_6821_length_1178_cov_1.213130	19.048338
NODE_6822_length_1178_cov_1.204567	32.654293
NODE_6823_length_1178_cov_1.159848	25.70014
NODE_6824_length_1178_cov_1.147479	175.668
NODE_6825_length_1178_cov_1.034253	22.978949
NODE_6826_length_1178_cov_0.981922	38.701385
NODE_6827_length_1178_cov_0.909610	18.141275
NODE_6828_length_1178_cov_0.866794	22.978949
NODE_6829_length_1178_cov_0.846813	38.39903
NODE_6830_length_1178_cov_0.841104	30.235456
NODE_6831_length_1178_cov_0.834443	11.1871195
NODE_6832_length_1178_cov_0.816365	16.931856
NODE_6833_length_1178_cov_0.804948	16.931856
NODE_6834_length_1178_cov_0.770695	13.303601
NODE_6835_length_1178_cov_0.723121	3762.1982
NODE_6836_length_1178_cov_0.705043	55.935596
NODE_6837_length_1178_cov_0.627973	21.16482
NODE_6838_length_1177_cov_3.374286	106.821846
NODE_6839_length_1177_cov_2.290476	91.086044
NODE_6840_length_1177_cov_1.451429	118.01846
NODE_6841_length_1177_cov_1.434286	26.327196
NODE_6842_length_1177_cov_1.270476	16.643631
NODE_6843_length_1177_cov_1.022857	80.19203
NODE_6844_length_1177_cov_0.795238	12.104459
NODE_6845_length_1177_cov_0.665714	7.262675
NODE_6846_length_1177_cov_0.649524	7.8678975
NODE_6847_length_1177_cov_0.641905	13.314905
NODE_6848_length_1177_cov_0.581905	10.591401
NODE_6849_length_1177_cov_0.549524	12.709681
NODE_6850_length_1176_cov_2.848427	67.23687
NODE_6851_length_1176_cov_2.104862	67.842606
NODE_6852_length_1176_cov_1.819828	59.968018
NODE_6853_length_1176_cov_1.357483	94.79793
NODE_6854_length_1176_cov_1.323165	35.738514
NODE_6855_length_1176_cov_1.198284	62.9967
NODE_6856_length_1176_cov_1.138227	21.503683
NODE_6857_length_1176_cov_1.093422	12.720489
NODE_6858_length_1176_cov_1.092469	29.984009
NODE_6859_length_1176_cov_1.079123	15.143438
NODE_6860_length_1176_cov_0.898951	24.835241
NODE_6861_length_1176_cov_0.867493	26.046717
NODE_6862_length_1176_cov_0.757865	19.383602
NODE_6863_length_1176_cov_0.724500	12.417621
NODE_6864_length_1176_cov_0.630124	7.571719
NODE_6865_length_1176_cov_0.551954	26.046717
NODE_6866_length_1176_cov_0.531935	7.8745875
NODE_6867_length_1175_cov_2.878817	44.256474
NODE_6868_length_1175_cov_2.205153	60.928432
NODE_6869_length_1175_cov_1.824427	39.10332
NODE_6870_length_1175_cov_1.202290	15.459454
NODE_6871_length_1175_cov_1.103053	20.612604
NODE_6872_length_1175_cov_1.076336	21.218857
NODE_6873_length_1175_cov_1.050573	29.100147
NODE_6874_length_1175_cov_1.026718	22.73449
NODE_6875_length_1175_cov_1.020992	11.821935
NODE_6876_length_1175_cov_0.923664	20.915733
NODE_6877_length_1175_cov_0.866412	23.946999
NODE_6878_length_1175_cov_0.857824	19.096972
NODE_6879_length_1175_cov_0.841603	23.037617
NODE_6880_length_1175_cov_0.813931	25.46263
NODE_6881_length_1175_cov_0.711832	27.887642
NODE_6882_length_1175_cov_0.689885	12.731315
NODE_6883_length_1175_cov_0.671756	12.428189
NODE_6884_length_1175_cov_0.601145	9.396923
NODE_6885_length_1175_cov_0.599237	18.187593
NODE_6886_length_1175_cov_0.528626	11.215682
NODE_6887_length_1175_cov_0.524809	15.762579
NODE_6888_length_1174_cov_3.929322	476.01065
NODE_6889_length_1174_cov_3.140401	76.14957
NODE_6890_length_1174_cov_2.432665	56.12618
NODE_6891_length_1174_cov_1.510984	37.012936
NODE_6892_length_1174_cov_1.403056	35.19263
NODE_6893_length_1174_cov_1.128940	20.326778
NODE_6894_length_1174_cov_0.877746	13.045544
NODE_6895_length_1174_cov_0.856734	28.821552
NODE_6896_length_1174_cov_0.810888	12.438775
NODE_6897_length_1174_cov_0.797517	13.955698
NODE_6898_length_1174_cov_0.787966	17.29293
NODE_6899_length_1174_cov_0.754537	17.596315
NODE_6900_length_1174_cov_0.673352	10.92185
NODE_6901_length_1174_cov_0.662846	22.753853
NODE_6902_length_1174_cov_0.546323	10.315081
NODE_6903_length_1174_cov_0.335244	33.37232
NODE_6904_length_1173_cov_5.231358	316.3964
NODE_6905_length_1173_cov_3.535373	84.41286
NODE_6906_length_1173_cov_2.449331	122.97557
NODE_6907_length_1173_cov_1.555449	870.54553
NODE_6908_length_1173_cov_1.547801	26.72062
NODE_6909_length_1173_cov_1.474187	26.72062
NODE_6910_length_1173_cov_1.325048	17.00403
NODE_6911_length_1173_cov_0.900574	27.631546
NODE_6912_length_1173_cov_0.894837	19.129534
NODE_6913_length_1173_cov_0.891013	19.433176
NODE_6914_length_1173_cov_0.867113	49.797516
NODE_6915_length_1173_cov_0.864245	9.412945
NODE_6916_length_1173_cov_0.793499	23.380539
NODE_6917_length_1173_cov_0.772467	27.631546
NODE_6918_length_1173_cov_0.766730	15.485812
NODE_6919_length_1173_cov_0.760994	18.218603
NODE_6920_length_1173_cov_0.751434	15.485812
NODE_6921_length_1173_cov_0.749522	7.591084
NODE_6922_length_1173_cov_0.730402	13.056664
NODE_6923_length_1173_cov_0.692161	25.506042
NODE_6924_length_1173_cov_0.684512	17.00403
NODE_6925_length_1173_cov_0.638623	10.020231
NODE_6926_length_1173_cov_0.631931	8.198372
NODE_6927_length_1173_cov_0.548757	12.753021
NODE_6928_length_1173_cov_0.437859	15.182168
NODE_6929_length_1172_cov_2.841148	46.80098
NODE_6930_length_1172_cov_2.685167	48.01659
NODE_6931_length_1172_cov_2.240191	139.18733
NODE_6932_length_1172_cov_1.787560	237.34781
NODE_6933_length_1172_cov_1.427751	15.499026
NODE_6934_length_1172_cov_1.209569	41.026833
NODE_6935_length_1172_cov_1.206699	32.21366
NODE_6936_length_1172_cov_1.150239	24.616098
NODE_6937_length_1172_cov_1.142584	14.587318
NODE_6938_length_1172_cov_1.108134	17.018538
NODE_6939_length_1172_cov_1.093780	11.244391
NODE_6940_length_1172_cov_1.067943	13.067806
NODE_6941_length_1172_cov_1.002871	19.145855
NODE_6942_length_1172_cov_0.965550	13.067806
NODE_6943_length_1172_cov_0.959809	18.234148
NODE_6944_length_1172_cov_0.756938	38.899513
NODE_6945_length_1172_cov_0.703349	12.156098
NODE_6946_length_1172_cov_0.697608	32924.188
NODE_6947_length_1172_cov_0.696651	24.312197
NODE_6948_length_1172_cov_0.675598	6.9897566
NODE_6949_length_1172_cov_0.666986	13.067806
NODE_6950_length_1172_cov_0.615311	6.6858544
NODE_6951_length_1172_cov_0.487081	24.616098
NODE_6952_length_1171_cov_2.989464	71.173904
NODE_6953_length_1171_cov_2.637931	67.219795
NODE_6954_length_1171_cov_2.191571	37.716087
NODE_6955_length_1171_cov_1.377395	34.97863
NODE_6956_length_1171_cov_1.138889	59.311584
NODE_6957_length_1171_cov_1.124521	48.66592
NODE_6958_length_1171_cov_1.083333	15.816422
NODE_6959_length_1171_cov_1.080460	19.162205
NODE_6960_length_1171_cov_0.922414	34.67447
NODE_6961_length_1171_cov_0.898467	21.595499
NODE_6962_length_1171_cov_0.822797	18.55388
NODE_6963_length_1171_cov_0.787356	17.033072
NODE_6964_length_1171_cov_0.731801	15.512261
NODE_6965_length_1171_cov_0.697318	9.12486
NODE_6966_length_1171_cov_0.687739	18.24972
NODE_6967_length_1171_cov_0.635057	20.987179
NODE_6968_length_1171_cov_0.598659	9.429022
NODE_6969_length_1171_cov_0.535441	11.862317
NODE_6970_length_1170_cov_33.739214	579.0105
NODE_6971_length_1170_cov_3.125599	72.75684
NODE_6972_length_1170_cov_2.446788	56.01364
NODE_6973_length_1170_cov_2.181208	41.705807
NODE_6974_length_1170_cov_2.006711	60.884388
NODE_6975_length_1170_cov_1.873442	22.527225
NODE_6976_length_1170_cov_1.861937	68.49494
NODE_6977_length_1170_cov_1.305849	24.353758
NODE_6978_length_1170_cov_1.235858	17.960896
NODE_6979_length_1170_cov_0.983701	35.312946
NODE_6980_length_1170_cov_0.949185	15.221097
NODE_6981_length_1170_cov_0.858102	16.743206
NODE_6982_length_1170_cov_0.843720	15.221097
NODE_6983_length_1170_cov_0.821668	24.049334
NODE_6984_length_1170_cov_0.812081	17.656473
NODE_6985_length_1170_cov_0.801534	21.005116
NODE_6986_length_1170_cov_0.772771	38.661587
NODE_6987_length_1170_cov_0.727709	12.4813
NODE_6988_length_1170_cov_0.715244	18.265318
NODE_6989_length_1170_cov_0.560882	16.134363
NODE_6990_length_1170_cov_0.521572	15.221097
NODE_6991_length_1170_cov_0.500479	11.872456
NODE_6992_length_1170_cov_0.481304	14.00341
NODE_6993_length_1170_cov_0.431448	26.180286
NODE_6994_length_1169_cov_24.199616	714.1754
NODE_6995_length_1169_cov_6.976967	147.46626
NODE_6996_length_1169_cov_2.349328	100.54519
NODE_6997_length_1169_cov_1.858925	79.5221
NODE_6998_length_1169_cov_1.247601	50.881954
NODE_6999_length_1169_cov_1.202495	26.202684
NODE_7000_length_1169_cov_1.145873	23.155859
NODE_7001_length_1169_cov_1.008637	66.11607
NODE_7002_length_1169_cov_0.986564	27.11673
NODE_7003_length_1169_cov_0.976008	19.804354
NODE_7004_length_1169_cov_0.930902	9.140471
