Contig	final_assembly.fasta/final_pure_reads_1.fastq RPKM
NODE_3293_length_1500_cov_1.155863	11.872456
NODE_3294_length_1500_cov_1.077203	14.246947
NODE_3295_length_1500_cov_1.069192	33.717773
NODE_3296_length_1500_cov_0.773489	23.507463
NODE_3297_length_1500_cov_0.638019	14.246947
NODE_3298_length_1499_cov_1.488338	30.88898
NODE_3299_length_1499_cov_1.356414	28.275295
NODE_3300_length_1499_cov_1.194606	19.721426
NODE_3301_length_1499_cov_1.010933	29.938547
NODE_3302_length_1499_cov_0.986152	20.909464
NODE_3303_length_1499_cov_0.831633	19.24621
NODE_3304_length_1499_cov_0.817784	14.256452
NODE_3305_length_1499_cov_0.750000	9.741909
NODE_3306_length_1499_cov_0.640671	8.316264
NODE_3307_length_1498_cov_9.278629	476.9589
NODE_3308_length_1498_cov_1.029905	16.881395
NODE_3309_length_1498_cov_0.975201	32.57396
NODE_3310_length_1498_cov_0.816193	30.671831
NODE_3311_length_1498_cov_0.662290	14.741502
NODE_3312_length_1498_cov_0.643326	9.510646
NODE_3313_length_1497_cov_1.551825	20.461548
NODE_3314_length_1497_cov_1.429927	40.20932
NODE_3315_length_1497_cov_1.026277	36.87837
NODE_3316_length_1497_cov_0.783212	20.461548
NODE_3317_length_1497_cov_0.775182	32.83365
NODE_3318_length_1497_cov_0.741606	10.706624
NODE_3319_length_1497_cov_0.555474	17.368523
NODE_3320_length_1496_cov_2.988313	138.3268
NODE_3321_length_1496_cov_1.849525	54.04507
NODE_3322_length_1496_cov_1.426589	102.614204
NODE_3323_length_1496_cov_1.203068	490.215
NODE_3324_length_1496_cov_1.187728	33.093678
NODE_3325_length_1496_cov_0.844412	17.8563
NODE_3326_length_1496_cov_0.810811	10.951865
NODE_3327_length_1496_cov_0.804237	12.142284
NODE_3328_length_1496_cov_0.589481	14.523125
NODE_3329_length_1495_cov_6.144006	553.4391
NODE_3330_length_1495_cov_3.487573	218.7073
NODE_3331_length_1495_cov_1.625731	126.74542
NODE_3332_length_1495_cov_1.343567	28.827436
NODE_3333_length_1495_cov_1.336988	106.01825
NODE_3334_length_1495_cov_1.326023	40.26311
NODE_3335_length_1495_cov_1.035819	15.485812
NODE_3336_length_1495_cov_0.741959	37.165947
NODE_3337_length_1495_cov_0.681287	10.482704
NODE_3338_length_1494_cov_2.031456	32.89958
NODE_3339_length_1494_cov_1.882955	47.918945
NODE_3340_length_1494_cov_1.258230	26.939507
NODE_3341_length_1494_cov_1.179225	15.734581
NODE_3342_length_1494_cov_1.125091	45.534924
NODE_3343_length_1494_cov_0.888808	9.297706
NODE_3344_length_1494_cov_0.675201	16.44979
NODE_3345_length_1493_cov_3.674963	395.05933
NODE_3346_length_1493_cov_2.741581	125.96095
NODE_3347_length_1493_cov_1.579795	25.76474
NODE_3348_length_1493_cov_1.233529	46.51967
NODE_3349_length_1493_cov_0.901171	14.075182
NODE_3350_length_1493_cov_0.787701	22.66343
NODE_3351_length_1493_cov_0.574671	11.212433
NODE_3352_length_1492_cov_2.205128	48.938072
NODE_3353_length_1492_cov_1.626374	36.763237
NODE_3354_length_1492_cov_1.402930	48.69935
NODE_3355_length_1492_cov_1.238095	26.97562
NODE_3356_length_1492_cov_0.747253	21.246286
NODE_3357_length_1491_cov_2.612903	50.64307
NODE_3358_length_1491_cov_1.131232	68.08149
NODE_3359_length_1491_cov_0.877566	15.766239
NODE_3360_length_1491_cov_0.480938	16.72177
NODE_3361_length_1491_cov_0.462610	10.988591
NODE_3362_length_1490_cov_1.016875	20.07959
NODE_3363_length_1490_cov_0.947175	21.991932
NODE_3364_length_1490_cov_0.838591	9.083624
NODE_3365_length_1489_cov_2.193833	40.425354
NODE_3366_length_1489_cov_1.230543	14.5914
NODE_3367_length_1489_cov_0.999266	10.285741
NODE_3368_length_1489_cov_0.894273	12.199368
NODE_3369_length_1489_cov_0.437592	10.764147
NODE_3370_length_1488_cov_1.302719	69.17621
NODE_3371_length_1488_cov_1.126378	30.399233
NODE_3372_length_1488_cov_0.894930	21.064035
NODE_3373_length_1488_cov_0.825863	18.191668
NODE_3374_length_1487_cov_2.050735	48.144527
NODE_3375_length_1487_cov_1.101471	14.371501
NODE_3376_length_1487_cov_1.023529	17.485325
NODE_3377_length_1487_cov_0.945588	17.2458
NODE_3378_length_1487_cov_0.862500	19.401524
NODE_3379_length_1487_cov_0.750735	26.108227
NODE_3380_length_1487_cov_0.681618	11.257675
NODE_3381_length_1486_cov_2.205298	133.50522
NODE_3382_length_1486_cov_1.487123	18.21615
NODE_3383_length_1486_cov_1.467991	51.292847
NODE_3384_length_1486_cov_1.425313	21.332071
NODE_3385_length_1486_cov_1.169978	170.1772
NODE_3386_length_1486_cov_0.976453	29.241714
NODE_3387_length_1486_cov_0.919794	34.754498
NODE_3388_length_1486_cov_0.841060	66.15339
NODE_3389_length_1486_cov_0.426049	60.40092
NODE_3390_length_1485_cov_2.799705	148.46565
NODE_3391_length_1485_cov_1.363770	24.22461
NODE_3392_length_1485_cov_1.160530	25.423845
NODE_3393_length_1485_cov_1.050810	13.911161
NODE_3394_length_1485_cov_1.039764	14.870552
NODE_3395_length_1485_cov_0.962445	35.01775
NODE_3396_length_1485_cov_0.948454	12.472074
NODE_3397_length_1485_cov_0.941090	22.305826
NODE_3398_length_1485_cov_0.643594	7.914971
NODE_3399_length_1484_cov_10.024318	572.66205
NODE_3400_length_1484_cov_2.263817	37.441437
NODE_3401_length_1484_cov_1.980103	51.361973
NODE_3402_length_1484_cov_1.647752	55.682137
NODE_3403_length_1484_cov_1.594694	49.4419
NODE_3404_length_1484_cov_1.327929	34.561325
NODE_3405_length_1484_cov_0.739867	18.00069
NODE_3406_length_1483_cov_35.570059	694.09436
NODE_3407_length_1483_cov_5.549410	566.0831
NODE_3408_length_1483_cov_1.588496	24.017105
NODE_3409_length_1483_cov_1.584808	57.160713
NODE_3410_length_1483_cov_1.252950	21.855566
NODE_3411_length_1483_cov_1.224189	38.427372
NODE_3412_length_1483_cov_0.991150	20.174368
NODE_3413_length_1483_cov_0.990413	24.257277
NODE_3414_length_1483_cov_0.806047	15.370948
NODE_3415_length_1483_cov_0.669617	11.768382
NODE_3416_length_1482_cov_8.403690	649.8607
NODE_3417_length_1482_cov_1.681181	58.40095
NODE_3418_length_1482_cov_1.605166	25.715643
NODE_3419_length_1482_cov_1.202952	14.419988
NODE_3420_length_1482_cov_1.149077	41.3373
NODE_3421_length_1482_cov_0.845018	15.140986
NODE_3422_length_1482_cov_0.763100	8.411659
NODE_3423_length_1481_cov_2.148449	81.76844
NODE_3424_length_1481_cov_2.076071	35.833813
NODE_3425_length_1481_cov_1.710487	140.20882
NODE_3426_length_1481_cov_1.288035	20.9231
NODE_3427_length_1481_cov_1.136632	20.44211
NODE_3428_length_1481_cov_0.943870	27.897467
NODE_3429_length_1481_cov_0.816839	12.746257
NODE_3430_length_1480_cov_1.649667	77.491844
NODE_3431_length_1480_cov_1.541020	22.381184
NODE_3432_length_1480_cov_0.946785	22.381184
NODE_3433_length_1480_cov_0.889135	14.680132
NODE_3434_length_1480_cov_0.886179	22.862501
NODE_3435_length_1479_cov_2.854290	167.61115
NODE_3436_length_1479_cov_1.231509	26.008625
NODE_3437_length_1479_cov_1.207840	59.72351
NODE_3438_length_1479_cov_0.942308	16.857443
NODE_3439_length_1479_cov_0.934911	12.522671
NODE_3440_length_1479_cov_0.787722	13.967594
NODE_3441_length_1479_cov_0.610207	8.187901
NODE_3442_length_1479_cov_0.496302	8.669541
NODE_3443_length_1478_cov_0.643227	6.506556
NODE_3444_length_1477_cov_1.723704	138.17706
NODE_3445_length_1477_cov_1.523704	25.320404
NODE_3446_length_1477_cov_1.517037	54.258007
NODE_3447_length_1477_cov_1.131111	47.264755
NODE_3448_length_1477_cov_1.084444	27.490725
NODE_3449_length_1477_cov_0.965926	23.39123
NODE_3450_length_1477_cov_0.786667	9.645868
NODE_3451_length_1477_cov_0.725926	7.957841
NODE_3452_length_1476_cov_3.045219	52.122982
NODE_3453_length_1476_cov_1.731653	27.509352
NODE_3454_length_1476_cov_1.690882	20.270046
NODE_3455_length_1476_cov_1.481838	40.781403
NODE_3456_length_1476_cov_1.466271	29.922451
NODE_3457_length_1476_cov_1.310600	33.300793
NODE_3458_length_1476_cov_1.056338	16.167776
NODE_3459_length_1476_cov_1.014826	11.100264
NODE_3460_length_1476_cov_0.810230	31.129002
NODE_3461_length_1476_cov_0.602669	21.476599
NODE_3462_length_1475_cov_1.917656	78.47895
NODE_3463_length_1475_cov_1.537092	29.218315
NODE_3464_length_1475_cov_1.350890	111.31937
NODE_3465_length_1475_cov_0.785608	28.010946
NODE_3466_length_1475_cov_0.782641	34.28926
NODE_3467_length_1475_cov_0.712908	26.079159
NODE_3468_length_1475_cov_0.676558	10.624843
NODE_3469_length_1475_cov_0.479228	35.49663
NODE_3470_length_1474_cov_1.459540	70.31651
NODE_3471_length_1474_cov_1.050483	24.888662
NODE_3472_length_1474_cov_0.904232	18.847725
NODE_3473_length_1474_cov_0.620638	48.327496
NODE_3474_length_1473_cov_1.111441	12.090077
NODE_3475_length_1473_cov_1.003715	29.016188
NODE_3476_length_1473_cov_0.855869	13.299085
NODE_3477_length_1473_cov_0.850669	29.016188
NODE_3478_length_1473_cov_0.837296	9.188459
NODE_3479_length_1473_cov_0.820951	22.00394
NODE_3480_length_1473_cov_0.734770	24.66376
NODE_3481_length_1472_cov_2.227509	43.069916
NODE_3482_length_1472_cov_1.220818	28.793932
NODE_3483_length_1472_cov_0.817844	9.920599
NODE_3484_length_1472_cov_0.628996	25.648378
NODE_3485_length_1472_cov_0.588848	10.162564
NODE_3486_length_1472_cov_0.484758	6.2911105
NODE_3487_length_1471_cov_1.622024	29.055637
NODE_3488_length_1471_cov_1.369792	20.581078
NODE_3489_length_1471_cov_1.232143	16.949121
NODE_3490_length_1471_cov_1.116071	18.644033
NODE_3491_length_1471_cov_1.003720	13.801428
NODE_3492_length_1471_cov_0.938244	19.854685
NODE_3493_length_1471_cov_0.731399	33.413982
NODE_3494_length_1470_cov_3.256143	87.953094
NODE_3495_length_1470_cov_1.862249	42.88622
NODE_3496_length_1470_cov_1.762472	60.81605
NODE_3497_length_1470_cov_1.268801	34.405895
NODE_3498_length_1470_cov_0.992554	13.810817
NODE_3499_length_1470_cov_0.957558	13.083932
NODE_3500_length_1470_cov_0.899479	32.709827
NODE_3501_length_1470_cov_0.838421	22.775732
NODE_3502_length_1470_cov_0.793745	17.44524
NODE_3503_length_1470_cov_0.695458	48.9436
NODE_3504_length_1470_cov_0.683544	20.837374
NODE_3505_length_1470_cov_0.630678	35.375072
NODE_3506_length_1470_cov_0.537602	7.026555
NODE_3507_length_1469_cov_2.848733	90.43757
NODE_3508_length_1469_cov_1.227273	19.396797
NODE_3509_length_1469_cov_1.061848	23.276157
NODE_3510_length_1469_cov_0.604322	9.455938
NODE_3511_length_1468_cov_1.375839	25.47564
NODE_3512_length_1468_cov_1.338553	26.688765
NODE_3513_length_1468_cov_1.058911	15.770634
NODE_3514_length_1468_cov_1.047726	28.38714
NODE_3515_length_1468_cov_0.960477	18.43951
NODE_3516_length_1468_cov_0.888889	15.285383
NODE_3517_length_1468_cov_0.836689	10.91813
NODE_3518_length_1468_cov_0.782252	16.983759
NODE_3519_length_1468_cov_0.731544	10.91813
NODE_3520_length_1468_cov_0.723341	9.219755
NODE_3521_length_1468_cov_0.643550	13.344382
NODE_3522_length_1468_cov_0.364653	24.019888
NODE_3523_length_1467_cov_2.800746	83.519936
NODE_3524_length_1467_cov_1.758955	33.01951
NODE_3525_length_1467_cov_1.294030	87.64738
NODE_3526_length_1467_cov_0.984328	44.430668
NODE_3527_length_1467_cov_0.887313	20.151613
NODE_3528_length_1467_cov_0.687313	11.168364
NODE_3529_length_1467_cov_0.676119	16.995337
NODE_3530_length_1466_cov_1.953697	42.517323
NODE_3531_length_1466_cov_1.949216	48.834183
NODE_3532_length_1466_cov_1.280807	36.200462
NODE_3533_length_1466_cov_0.799851	12.147806
NODE_3534_length_1466_cov_0.788648	8.989376
NODE_3535_length_1466_cov_0.687080	12.147806
NODE_3536_length_1466_cov_0.631815	13.605542
NODE_3537_length_1465_cov_1.232436	17.504782
NODE_3538_length_1465_cov_0.855755	10.697368
NODE_3539_length_1465_cov_0.664425	9.724878
NODE_3540_length_1465_cov_0.529895	7.5367813
NODE_3541_length_1465_cov_0.440957	24.069075
NODE_3542_length_1465_cov_0.363976	29.417757
NODE_3543_length_1464_cov_5.433807	444.73053
NODE_3544_length_1464_cov_1.528048	96.828636
NODE_3545_length_1464_cov_1.298429	72.49983
NODE_3546_length_1464_cov_1.160060	89.53
NODE_3547_length_1464_cov_0.986537	15.813723
NODE_3548_length_1464_cov_0.643979	7.298641
NODE_3549_length_1464_cov_0.528796	8.028505
NODE_3550_length_1463_cov_3.215569	410.9509
NODE_3551_length_1463_cov_1.654192	57.21177
NODE_3552_length_1463_cov_1.117515	16.067986
NODE_3553_length_1463_cov_0.859281	32.37943
NODE_3554_length_1463_cov_0.847305	15.094169
NODE_3555_length_1463_cov_0.826347	10.711991
NODE_3556_length_1463_cov_0.783683	27.51034
NODE_3557_length_1463_cov_0.669910	14.850715
NODE_3558_length_1463_cov_0.511976	18.259075
NODE_3559_length_1462_cov_2.880899	57.2509
NODE_3560_length_1462_cov_1.704120	42.146408
NODE_3561_length_1462_cov_1.342322	42.87727
NODE_3562_length_1462_cov_1.272659	37.76123
NODE_3563_length_1462_cov_1.079401	27.285534
NODE_3564_length_1462_cov_0.964794	24.605705
NODE_3565_length_1462_cov_0.942322	20.951393
NODE_3566_length_1462_cov_0.906367	22.169497
NODE_3567_length_1461_cov_4.969265	212.82657
NODE_3568_length_1461_cov_1.832084	54.364635
NODE_3569_length_1461_cov_1.495502	18.040283
NODE_3570_length_1461_cov_1.060720	12.433167
NODE_3571_length_1461_cov_1.008996	23.891186
NODE_3572_length_1461_cov_0.745127	15.846194
NODE_3573_length_1461_cov_0.610195	15.846194
NODE_3574_length_1461_cov_0.605697	7.0698404
NODE_3575_length_1461_cov_0.373313	19.015432
NODE_3576_length_1460_cov_3.328582	67.57542
NODE_3577_length_1460_cov_2.727682	86.603874
NODE_3578_length_1460_cov_0.698425	12.197729
NODE_3579_length_1460_cov_0.634659	29.518503
NODE_3580_length_1459_cov_2.584835	56.880375
NODE_3581_length_1459_cov_1.379129	20.017986
NODE_3582_length_1459_cov_1.255255	20.017986
NODE_3583_length_1459_cov_1.174174	25.388664
NODE_3584_length_1459_cov_0.919670	23.19157
NODE_3585_length_1459_cov_0.858108	15.867916
NODE_3586_length_1459_cov_0.833333	45.16253
NODE_3587_length_1459_cov_0.794294	53.218548
NODE_3588_length_1459_cov_0.561562	10.98548
NODE_3589_length_1458_cov_6.954921	499.32715
NODE_3590_length_1458_cov_1.401202	65.7138
NODE_3591_length_1458_cov_1.367393	22.230318
NODE_3592_length_1458_cov_1.039068	25.65037
NODE_3593_length_1458_cov_1.013524	13.435907
NODE_3594_length_1458_cov_0.991736	18.81027
NODE_3595_length_1458_cov_0.942149	15.878799
NODE_3596_length_1458_cov_0.941397	19.543137
NODE_3597_length_1458_cov_0.900075	12.703038
NODE_3598_length_1458_cov_0.767092	14.657353
NODE_3599_length_1458_cov_0.623591	18.81027
NODE_3600_length_1457_cov_1.339850	14.178499
NODE_3601_length_1457_cov_1.318797	33.979507
NODE_3602_length_1457_cov_1.163158	30.801567
NODE_3603_length_1457_cov_1.131579	26.156885
NODE_3604_length_1457_cov_0.901504	14.178499
NODE_3605_length_1456_cov_2.212942	56.75295
NODE_3606_length_1456_cov_1.156509	25.440977
NODE_3607_length_1456_cov_1.027088	17.123735
NODE_3608_length_1456_cov_1.001505	10.518866
NODE_3609_length_1456_cov_0.802107	9.051117
NODE_3610_length_1456_cov_0.787810	20.303858
NODE_3611_length_1456_cov_0.784801	13.454363
NODE_3612_length_1456_cov_0.685478	11.986615
NODE_3613_length_1456_cov_0.652370	13.698988
NODE_3614_length_1456_cov_0.625282	16.145235
NODE_3615_length_1455_cov_1.591867	55.3232
NODE_3616_length_1455_cov_1.250753	41.614796
NODE_3617_length_1455_cov_0.867470	22.03136
NODE_3618_length_1455_cov_0.850151	19.583431
NODE_3619_length_1455_cov_0.794428	15.17716
NODE_3620_length_1455_cov_0.727410	29.619942
NODE_3621_length_1455_cov_0.701807	13.953197
NODE_3622_length_1454_cov_1.495855	56.586056
NODE_3623_length_1454_cov_1.273549	53.401554
NODE_3624_length_1454_cov_1.142427	19.10698
NODE_3625_length_1454_cov_1.006782	14.452715
NODE_3626_length_1454_cov_0.928410	29.395353
NODE_3627_length_1454_cov_0.904295	67.85427
NODE_3628_length_1454_cov_0.898267	24.741089
NODE_3629_length_1454_cov_0.868124	11.758141
NODE_3630_length_1454_cov_0.707611	21.31163
NODE_3631_length_1454_cov_0.652600	9.063566
NODE_3632_length_1454_cov_0.302185	14.452715
NODE_3633_length_1453_cov_1.200603	19.120129
NODE_3634_length_1453_cov_0.975867	14.707792
NODE_3635_length_1453_cov_0.804676	9.805194
NODE_3636_length_1453_cov_0.680241	18.384739
NODE_3637_length_1452_cov_2.084528	62.305866
NODE_3638_length_1452_cov_0.781887	12.755531
NODE_3639_length_1452_cov_0.580377	6.3777657
NODE_3640_length_1451_cov_1.978852	88.368385
NODE_3641_length_1451_cov_0.894260	16.20087
NODE_3642_length_1451_cov_0.598187	9.082307
NODE_3643_length_1450_cov_1.569161	89.166245
NODE_3644_length_1450_cov_1.430839	46.671036
NODE_3645_length_1450_cov_1.300076	28.985168
NODE_3646_length_1450_cov_0.898715	42.986477
NODE_3647_length_1450_cov_0.845049	8.597296
NODE_3648_length_1450_cov_0.791383	17.440228
NODE_3649_length_1450_cov_0.738473	14.738222
NODE_3650_length_1450_cov_0.629630	7.6147475
NODE_3651_length_1449_cov_1.273828	19.91033
NODE_3652_length_1449_cov_1.189864	47.686466
NODE_3653_length_1449_cov_0.984115	21.38517
NODE_3654_length_1449_cov_0.959153	18.6813
NODE_3655_length_1449_cov_0.581694	9.34065
NODE_3656_length_1448_cov_2.097653	47.473423
NODE_3657_length_1448_cov_1.317184	80.18827
NODE_3658_length_1448_cov_1.202877	37.634373
NODE_3659_length_1448_cov_0.986374	18.202246
NODE_3660_length_1448_cov_0.934898	13.036743
NODE_3661_length_1448_cov_0.682059	21.399939
NODE_3662_length_1447_cov_1.891667	46.029358
NODE_3663_length_1447_cov_1.751515	28.552969
NODE_3664_length_1447_cov_0.780303	20.183996
NODE_3665_length_1447_cov_0.751515	15.507216
NODE_3666_length_1447_cov_0.736364	12.799607
NODE_3667_length_1446_cov_1.772555	67.98336
NODE_3668_length_1446_cov_1.310842	22.168486
NODE_3669_length_1446_cov_0.858226	12.808458
NODE_3670_length_1446_cov_0.510235	30.050615
NODE_3671_length_1445_cov_1.868741	40.91684
NODE_3672_length_1445_cov_1.788316	46.58604
NODE_3673_length_1445_cov_1.097876	20.45842
NODE_3674_length_1445_cov_1.042489	32.289795
NODE_3675_length_1445_cov_0.862671	24.648697
NODE_3676_length_1444_cov_3.275626	57.47124
NODE_3677_length_1444_cov_0.969628	25.899055
NODE_3678_length_1444_cov_0.903569	20.472588
NODE_3679_length_1444_cov_0.656036	18.992641
NODE_3680_length_1443_cov_2.731763	60.966667
NODE_3681_length_1443_cov_1.479483	38.50526
NODE_3682_length_1443_cov_1.070669	35.29649
NODE_3683_length_1443_cov_0.970365	25.670176
NODE_3684_length_1443_cov_0.952128	20.980433
NODE_3685_length_1443_cov_0.905015	16.043861
NODE_3686_length_1443_cov_0.904255	15.056544
NODE_3687_length_1443_cov_0.878419	20.733603
NODE_3688_length_1443_cov_0.634498	10.860459
NODE_3689_length_1443_cov_0.550152	10.860459
NODE_3690_length_1443_cov_0.513678	106.62997
NODE_3691_length_1442_cov_1.215209	55.327953
NODE_3692_length_1442_cov_1.182510	32.60397
NODE_3693_length_1442_cov_1.062357	31.61597
NODE_3694_length_1442_cov_0.973384	11.855989
NODE_3695_length_1442_cov_0.933080	10.37399
NODE_3696_length_1442_cov_0.679848	10.126991
NODE_3697_length_1442_cov_0.477567	20.500982
NODE_3698_length_1441_cov_2.263318	310.44702
NODE_3699_length_1441_cov_1.237443	43.007786
NODE_3700_length_1441_cov_0.768645	9.8868475
NODE_3701_length_1441_cov_0.739726	10.134019
NODE_3702_length_1441_cov_0.617960	16.066128
NODE_3703_length_1440_cov_1.717441	53.426052
NODE_3704_length_1440_cov_1.704494	64.803825
NODE_3705_length_1440_cov_1.222391	20.776798
NODE_3706_length_1440_cov_1.097487	19.29274
NODE_3707_length_1440_cov_1.020564	49.715908
NODE_3708_length_1440_cov_0.923839	42.54297
NODE_3709_length_1440_cov_0.895659	11.872457
NODE_3710_length_1440_cov_0.872810	22.260855
NODE_3711_length_1440_cov_0.840823	36.112053
NODE_3712_length_1440_cov_0.737243	24.2396
NODE_3713_length_1440_cov_0.674791	14.098542
NODE_3714_length_1439_cov_2.743140	87.62022
NODE_3715_length_1439_cov_1.583079	46.037735
NODE_3716_length_1439_cov_1.449695	40.3449
NODE_3717_length_1439_cov_1.163872	44.05762
NODE_3718_length_1439_cov_1.145579	44.305134
NODE_3719_length_1439_cov_0.960366	18.068575
NODE_3720_length_1439_cov_0.954268	14.850884
NODE_3721_length_1439_cov_0.913872	45.047676
NODE_3722_length_1439_cov_0.773628	14.850884
NODE_3723_length_1439_cov_0.429878	16.583487
NODE_3724_length_1438_cov_2.164760	66.87545
NODE_3725_length_1438_cov_1.951182	51.766552
NODE_3726_length_1438_cov_1.507246	21.796444
NODE_3727_length_1438_cov_1.381388	30.46548
NODE_3728_length_1438_cov_1.264683	26.997866
NODE_3729_length_1438_cov_0.899314	16.595018
NODE_3730_length_1438_cov_0.841342	24.520996
NODE_3731_length_1438_cov_0.802441	10.898222
NODE_3732_length_1438_cov_0.686499	20.062634
NODE_3733_length_1437_cov_1.861069	67.169846
NODE_3734_length_1437_cov_1.235115	45.35824
NODE_3735_length_1437_cov_1.197710	27.512375
NODE_3736_length_1437_cov_1.188550	20.324455
NODE_3737_length_1437_cov_1.059542	18.341581
NODE_3738_length_1437_cov_0.916794	52.794014
NODE_3739_length_1437_cov_0.864122	84.02427
NODE_3740_length_1437_cov_0.826718	19.828735
NODE_3741_length_1436_cov_1.694423	138.64978
NODE_3742_length_1436_cov_1.161956	19.594513
NODE_3743_length_1436_cov_1.148969	11.409463
NODE_3744_length_1436_cov_0.922842	13.889782
NODE_3745_length_1436_cov_0.908327	11.161431
NODE_3746_length_1436_cov_0.899924	14.1378145
NODE_3747_length_1436_cov_0.789916	16.866163
NODE_3748_length_1436_cov_0.746371	11.905527
NODE_3749_length_1436_cov_0.664629	15.12994
NODE_3750_length_1436_cov_0.563025	13.393718
NODE_3751_length_1436_cov_0.495798	47.374077
NODE_3752_length_1435_cov_1.619266	27.054306
NODE_3753_length_1435_cov_1.228593	12.658439
NODE_3754_length_1435_cov_0.944954	21.84201
NODE_3755_length_1435_cov_0.902905	80.418304
NODE_3756_length_1435_cov_0.842508	48.151703
NODE_3757_length_1435_cov_0.811162	11.417415
NODE_3758_length_1435_cov_0.790520	30.777378
NODE_3759_length_1435_cov_0.762232	32.018402
NODE_3760_length_1434_cov_2.553175	77.74223
NODE_3761_length_1434_cov_1.533282	89.66437
NODE_3762_length_1434_cov_1.377965	22.602373
NODE_3763_length_1434_cov_1.169855	18.131575
NODE_3764_length_1434_cov_1.071920	25.582907
NODE_3765_length_1434_cov_0.882173	54.14635
NODE_3766_length_1434_cov_0.841622	10.431865
NODE_3767_length_1434_cov_0.830910	8.444843
NODE_3768_length_1434_cov_0.746748	13.16402
NODE_3769_length_1434_cov_0.741393	8.693221
NODE_3770_length_1433_cov_3.441041	81.2762
NODE_3771_length_1433_cov_1.695253	81.2762
NODE_3772_length_1433_cov_1.248851	62.883423
NODE_3773_length_1433_cov_1.165391	12.427554
NODE_3774_length_1433_cov_0.984686	28.334822
NODE_3775_length_1433_cov_0.947933	24.855108
NODE_3776_length_1433_cov_0.932619	36.785557
NODE_3777_length_1433_cov_0.776417	9.196389
NODE_3778_length_1433_cov_0.755743	21.126842
NODE_3779_length_1433_cov_0.745023	85.00447
NODE_3780_length_1433_cov_0.707504	8.202185
NODE_3781_length_1433_cov_0.669219	11.930451
NODE_3782_length_1433_cov_0.651608	26.346413
NODE_3783_length_1433_cov_0.433384	20.878288
NODE_3784_length_1432_cov_4.144061	622.5578
NODE_3785_length_1432_cov_1.394636	55.96304
NODE_3786_length_1432_cov_1.145594	19.40052
NODE_3787_length_1432_cov_1.043678	40.044666
NODE_3788_length_1432_cov_1.018391	18.903074
NODE_3789_length_1432_cov_0.941762	16.167103
NODE_3790_length_1432_cov_0.776245	19.151796
NODE_3791_length_1432_cov_0.733333	18.654346
NODE_3792_length_1431_cov_2.023773	25.885439
NODE_3793_length_1431_cov_1.738497	93.08802
NODE_3794_length_1431_cov_1.655675	48.535194
NODE_3795_length_1431_cov_1.144939	29.370016
NODE_3796_length_1431_cov_0.933282	67.94928
NODE_3797_length_1431_cov_0.913344	9.955937
NODE_3798_length_1431_cov_0.753067	24.640947
NODE_3799_length_1431_cov_0.680215	13.4405155
NODE_3800_length_1430_cov_2.873369	79.20506
NODE_3801_length_1430_cov_2.396777	61.022762
NODE_3802_length_1430_cov_2.191865	72.23103
NODE_3803_length_1430_cov_1.923254	325.03964
NODE_3804_length_1430_cov_1.273216	35.119225
NODE_3805_length_1430_cov_1.104375	16.687859
NODE_3806_length_1430_cov_1.026861	38.85531
NODE_3807_length_1430_cov_0.894858	17.93322
NODE_3808_length_1430_cov_0.485035	17.435076
NODE_3809_length_1430_cov_0.443592	23.91096
NODE_3810_length_1429_cov_4.456989	356.17368
NODE_3811_length_1429_cov_2.311060	67.79513
NODE_3812_length_1429_cov_1.413978	23.927694
NODE_3813_length_1429_cov_1.103687	18.444263
NODE_3814_length_1429_cov_0.964670	41.12572
NODE_3815_length_1428_cov_3.218294	53.126747
NODE_3816_length_1428_cov_2.031514	40.156837
NODE_3817_length_1428_cov_1.933897	26.937508
NODE_3818_length_1428_cov_1.834743	91.03879
NODE_3819_length_1428_cov_1.531899	29.43172
NODE_3820_length_1428_cov_1.199078	128.95084
NODE_3821_length_1428_cov_1.139892	31.676512
NODE_3822_length_1428_cov_1.106072	12.221647
NODE_3823_length_1428_cov_1.063797	78.068886
NODE_3824_length_1428_cov_0.836280	13.718173
NODE_3825_length_1428_cov_0.637971	20.701971
NODE_3826_length_1428_cov_0.545734	20.203129
NODE_3827_length_1427_cov_2.370000	81.617935
NODE_3828_length_1427_cov_2.232308	48.67124
NODE_3829_length_1427_cov_1.976154	34.19467
NODE_3830_length_1427_cov_1.470000	72.63247
NODE_3831_length_1427_cov_1.162308	47.672863
NODE_3832_length_1427_cov_1.023077	17.721325
NODE_3833_length_1427_cov_0.998462	18.470114
NODE_3834_length_1427_cov_0.940769	19.468498
NODE_3835_length_1427_cov_0.776154	13.727787
NODE_3836_length_1427_cov_0.750000	7.9870768
NODE_3837_length_1427_cov_0.736923	16.972536
NODE_3838_length_1427_cov_0.565385	6.988692
NODE_3839_length_1426_cov_5.757506	537.7573
NODE_3840_length_1426_cov_2.095458	54.200344
NODE_3841_length_1426_cov_1.098537	20.980778
NODE_3842_length_1426_cov_0.951501	14.98627
NODE_3843_length_1426_cov_0.829099	11.489474
NODE_3844_length_1426_cov_0.822171	22.229635
NODE_3845_length_1426_cov_0.719015	29.223227
NODE_3846_length_1426_cov_0.699769	12.238788
NODE_3847_length_1426_cov_0.695150	26.225971
NODE_3848_length_1426_cov_0.693610	16.984438
NODE_3849_length_1425_cov_3.495378	437.65625
NODE_3850_length_1425_cov_1.295069	28.993786
